PassengerId,Survived,Pclass,Sex,SexEncoded,AgeFilled,AgeBand,SibSp,Parch,FamilySize,FamilyGroup,IsAlone,FareFilled,FareLog,FarePerPerson,FareBand,EmbarkedFilled,Title,CabinDeck,HasCabin,TicketPrefix,SexPclass,AgePclass,NameLength,WomenChildPriority,AgeMissing,FareMissing,CabinMissing
328,1,2,female,1,36.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mrs,D,1,NONE,female_P2,72.0,23,1,0,0,0
329,1,3,female,1,31.0,Young,1,1,3,Small,0,20.525,3.0692150503137943,6.841666666666666,Q3,S,Mrs,U,0,NONE,female_P3,93.0,46,1,0,0,1
330,1,1,female,1,16.0,Teen,0,1,2,Small,0,57.9792,4.077184839375167,28.9896,Q4,C,Miss,B,1,NONE,female_P1,16.0,28,1,0,0,0
331,1,3,female,1,18.0,Teen,2,0,3,Small,0,23.25,3.188416617383492,7.75,Q3,Q,Miss,U,0,NONE,female_P3,54.0,18,1,1,0,1
332,0,1,male,0,45.5,Middle,0,0,1,Solo,1,28.5,3.3843902633457743,28.5,Q3,S,Mr,C,1,NONE,male_P1,45.5,19,0,0,0,0
333,0,1,male,0,38.0,Middle,0,1,2,Small,0,153.4625,5.039951348430309,76.73125,Q4,S,Mr,C,1,PC,male_P1,38.0,25,0,0,0,0
334,0,3,male,0,16.0,Teen,2,0,3,Small,0,18.0,2.9444389791664403,6.0,Q3,S,Mr,U,0,NONE,male_P3,48.0,31,0,0,0,1
335,1,1,female,1,40.0,Middle,1,0,2,Small,0,133.65,4.902678819257608,66.825,Q4,S,Mrs,U,0,PC,female_P1,40.0,50,1,1,0,1
336,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,18,0,1,0,1
337,0,1,male,0,29.0,Young,1,0,2,Small,0,66.6,4.213607983048918,33.3,Q4,S,Mr,C,1,NONE,male_P1,29.0,25,0,0,0,0
338,1,1,female,1,41.0,Middle,0,0,1,Solo,1,134.5,4.908971640319756,134.5,Q4,C,Miss,E,1,NONE,female_P1,41.0,31,1,0,0,0
339,1,3,male,0,45.0,Middle,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,135.0,21,0,0,0,1
340,0,1,male,0,45.0,Middle,0,0,1,Solo,1,35.5,3.597312260588446,35.5,Q4,S,Mr,T,1,NONE,male_P1,45.0,28,0,0,0,0
341,1,2,male,0,2.0,Child,1,1,3,Small,0,26.0,3.295836866004329,8.666666666666666,Q3,S,Master,F,1,NONE,male_P2,4.0,30,1,0,0,0
342,1,1,female,1,24.0,Young,3,2,6,Medium,0,263.0,5.575949103146316,43.833333333333336,Q4,S,Miss,C,1,NONE,female_P1,24.0,30,1,0,0,0
343,0,2,male,0,28.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,56.0,26,0,0,0,1
344,0,2,male,0,25.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,50.0,42,0,0,0,1
345,0,2,male,0,36.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,72.0,23,0,0,0,1
346,1,2,female,1,24.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,F,1,NONE,female_P2,48.0,29,1,0,0,0
347,1,2,female,1,40.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,80.0,25,1,0,0,1
348,1,3,female,1,31.0,Young,1,0,2,Small,0,16.1,2.8390784635086144,8.05,Q3,S,Mrs,U,0,NONE,female_P3,93.0,41,1,1,0,1
349,1,3,male,0,3.0,Child,1,1,3,Small,0,15.9,2.827313621929028,5.3,Q3,S,Master,U,0,CA,male_P3,9.0,38,1,0,0,1
350,0,3,male,0,42.0,Middle,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,S,Mr,U,0,NONE,male_P3,126.0,16,0,0,0,1
351,0,3,male,0,23.0,Young,0,0,1,Solo,1,9.225,2.3248357019288655,9.225,Q2,S,Mr,U,0,NONE,male_P3,69.0,22,0,0,0,1
352,0,1,male,0,40.0,Middle,0,0,1,Solo,1,35.0,3.58351893845611,35.0,Q4,S,Mr,C,1,NONE,male_P1,40.0,38,0,1,0,0
353,0,3,male,0,15.0,Teen,1,1,3,Small,0,7.2292,2.1076888046179385,2.409733333333333,Q1,C,Mr,U,0,NONE,male_P3,45.0,18,1,0,0,1
354,0,3,male,0,25.0,Young,1,0,2,Small,0,17.8,2.9338568698359038,8.9,Q3,S,Mr,U,0,NONE,male_P3,75.0,25,0,0,0,1
355,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.225,2.1071782966514356,7.225,Q1,C,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
356,0,3,male,0,28.0,Young,0,0,1,Solo,1,9.5,2.3513752571634776,9.5,Q2,S,Mr,U,0,NONE,male_P3,84.0,27,0,0,0,1
357,1,1,female,1,22.0,Young,0,1,2,Small,0,55.0,4.02535169073515,27.5,Q4,S,Miss,E,1,NONE,female_P1,22.0,27,1,0,0,0
358,0,2,female,1,38.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,76.0,25,1,0,0,1
359,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.8792,2.1837114628556327,7.8792,Q1,Q,Miss,U,0,NONE,female_P3,54.0,20,1,1,0,1
360,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.8792,2.1837114628556327,7.8792,Q1,Q,Miss,U,0,NONE,female_P3,54.0,33,1,1,0,1
361,0,3,male,0,40.0,Middle,1,4,6,Medium,0,27.9,3.3638415951183864,4.6499999999999995,Q3,S,Mr,U,0,NONE,male_P3,120.0,18,0,0,0,1
362,0,2,male,0,29.0,Young,1,0,2,Small,0,27.7208,3.357621598945279,13.8604,Q3,C,Mr,U,0,SCPARIS,male_P2,58.0,25,0,0,0,1
363,0,3,female,1,45.0,Middle,0,1,2,Small,0,14.4542,2.737880811060884,7.2271,Q2,C,Mrs,U,0,NONE,female_P3,135.0,31,1,0,0,1
364,0,3,male,0,35.0,Young,0,0,1,Solo,1,7.05,2.085672091430472,7.05,Q1,S,Mr,U,0,SOTONOQ,male_P3,105.0,15,0,0,0,1
365,0,3,male,0,26.0,Young,1,0,2,Small,0,15.5,2.803360380906535,7.75,Q3,Q,Mr,U,0,NONE,male_P3,78.0,19,0,1,0,1
366,0,3,male,0,30.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,OTHER,male_P3,90.0,30,0,0,0,1
367,1,1,female,1,60.0,Senior,1,0,2,Small,0,75.25,4.334017415487521,37.625,Q4,C,Mrs,D,1,NONE,female_P1,60.0,48,1,0,0,0
368,1,3,female,1,31.0,Young,0,0,1,Solo,1,7.2292,2.1076888046179385,7.2292,Q1,C,Mrs,U,0,NONE,female_P3,93.0,30,1,1,0,1
369,1,3,female,1,18.0,Teen,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Miss,U,0,NONE,female_P3,54.0,19,1,1,0,1
370,1,1,female,1,24.0,Young,0,0,1,Solo,1,69.3,4.252771798816619,69.3,Q4,C,Mrs,B,1,PC,female_P1,24.0,29,1,0,0,0
371,1,1,male,0,25.0,Young,1,0,2,Small,0,55.4417,4.0332082470129285,27.72085,Q4,C,Mr,E,1,NONE,male_P1,25.0,27,0,0,0,0
372,0,3,male,0,18.0,Teen,1,0,2,Small,0,6.4958,2.0143428636837015,3.2479,Q1,S,Mr,U,0,NONE,male_P3,54.0,25,0,0,0,1
373,0,3,male,0,19.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,57.0,26,0,0,0,1
374,0,1,male,0,22.0,Young,0,0,1,Solo,1,135.6333,4.91730069488021,135.6333,Q4,C,Mr,U,0,PC,male_P1,22.0,19,0,0,0,1
375,0,3,female,1,3.0,Child,3,1,5,Medium,0,21.075,3.0944457464900235,4.215,Q3,S,Miss,U,0,NONE,female_P3,9.0,26,1,0,0,1
376,1,1,female,1,40.0,Middle,1,0,2,Small,0,82.1708,4.420896324687287,41.0854,Q4,C,Mrs,U,0,PC,female_P1,40.0,37,1,1,0,1
377,1,3,female,1,22.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Miss,U,0,OTHER,female_P3,66.0,31,1,0,0,1
378,0,1,male,0,27.0,Young,0,2,3,Small,0,211.5,5.358941988364472,70.5,Q4,C,Mr,C,1,NONE,male_P1,27.0,25,0,0,0,0
379,0,3,male,0,20.0,Young,0,0,1,Solo,1,4.0125,1.6119347926326877,4.0125,Q1,C,Mr,U,0,NONE,male_P3,60.0,19,0,0,0,1
380,0,3,male,0,19.0,Young,0,0,1,Solo,1,7.775,2.1719067693519296,7.775,Q1,S,Mr,U,0,NONE,male_P3,57.0,27,0,0,0,1
381,1,1,female,1,42.0,Middle,0,0,1,Solo,1,227.525,5.4316456135398825,227.525,Q4,C,Miss,U,0,PC,female_P1,42.0,21,1,0,0,1
382,1,3,female,1,1.0,Child,0,2,3,Small,0,15.7417,2.817902613071225,5.247233333333333,Q3,C,Miss,U,0,NONE,female_P3,3.0,27,1,0,0,1
383,0,3,male,0,32.0,Young,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,STONO,male_P3,96.0,18,0,0,0,1
384,1,1,female,1,35.0,Young,1,0,2,Small,0,52.0,3.970291913552122,26.0,Q4,S,Mrs,U,0,NONE,female_P1,35.0,51,1,0,0,1
385,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,22,0,1,0,1
386,0,2,male,0,18.0,Teen,0,0,1,Solo,1,73.5,4.310799125385514,73.5,Q4,S,Mr,U,0,OTHER,male_P2,36.0,25,0,0,0,1
387,0,3,male,0,1.0,Child,5,2,8,Large,0,46.9,3.8691155044168695,5.8625,Q4,S,Master,U,0,CA,male_P3,3.0,31,1,0,0,1
388,1,2,female,1,36.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,72.0,16,1,0,0,1
389,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.7292,2.1666737276227077,7.7292,Q1,Q,Mr,U,0,NONE,male_P3,78.0,20,0,1,0,1
390,1,2,female,1,17.0,Teen,0,0,1,Solo,1,12.0,2.5649493574615367,12.0,Q2,C,Miss,U,0,OTHER,female_P2,34.0,21,1,0,0,1
391,1,1,male,0,36.0,Middle,1,2,4,Small,0,120.0,4.795790545596741,30.0,Q4,S,Mr,B,1,NONE,male_P1,36.0,26,0,0,0,0
392,1,3,male,0,21.0,Young,0,0,1,Solo,1,7.7958,2.174274334826008,7.7958,Q1,S,Mr,U,0,NONE,male_P3,63.0,22,0,0,0,1
393,0,3,male,0,28.0,Young,2,0,3,Small,0,7.925,2.188856327665703,2.6416666666666666,Q2,S,Mr,U,0,NONE,male_P3,84.0,28,0,0,0,1
394,1,1,female,1,23.0,Young,1,0,2,Small,0,113.275,4.738607824217808,56.6375,Q4,C,Miss,D,1,NONE,female_P1,23.0,22,1,0,0,0
395,1,3,female,1,24.0,Young,0,2,3,Small,0,16.7,2.8735646395797834,5.566666666666666,Q3,S,Mrs,G,1,OTHER,female_P3,72.0,51,1,0,0,0
396,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.7958,2.174274334826008,7.7958,Q1,S,Mr,U,0,NONE,male_P3,66.0,19,0,0,0,1
397,0,3,female,1,31.0,Young,0,0,1,Solo,1,7.8542,2.180891922715322,7.8542,Q1,S,Miss,U,0,NONE,female_P3,93.0,19,1,0,0,1
398,0,2,male,0,46.0,Middle,0,0,1,Solo,1,26.0,3.295836866004329,26.0,Q3,S,Mr,U,0,NONE,male_P2,92.0,23,0,0,0,1
399,0,2,male,0,23.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Rare,U,0,NONE,male_P2,46.0,16,0,0,0,1
400,1,2,female,1,28.0,Young,0,0,1,Solo,1,12.65,2.613739521630969,12.65,Q2,S,Mrs,U,0,NONE,female_P2,56.0,32,1,0,0,1
401,1,3,male,0,39.0,Middle,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,STONO,male_P3,117.0,18,0,0,0,1
402,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,78.0,15,0,0,0,1
403,0,3,female,1,21.0,Young,1,0,2,Small,0,9.825,2.3818582738885534,4.9125,Q2,S,Miss,U,0,NONE,female_P3,63.0,24,1,0,0,1
404,0,3,male,0,28.0,Young,1,0,2,Small,0,15.85,2.8243506567983707,7.925,Q3,S,Mr,U,0,STONO,male_P3,84.0,30,0,0,0,1
405,0,3,female,1,20.0,Young,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,S,Miss,U,0,NONE,female_P3,60.0,23,1,0,0,1
406,0,2,male,0,34.0,Young,1,0,2,Small,0,21.0,3.091042453358316,10.5,Q3,S,Mr,U,0,NONE,male_P2,68.0,18,0,0,0,1
407,0,3,male,0,51.0,Senior,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,S,Mr,U,0,NONE,male_P3,153.0,32,0,0,0,1
408,1,2,male,0,3.0,Child,1,1,3,Small,0,18.75,2.9831534913471307,6.25,Q3,S,Master,U,0,NONE,male_P2,6.0,30,1,0,0,1
409,0,3,male,0,21.0,Young,0,0,1,Solo,1,7.775,2.1719067693519296,7.775,Q1,S,Mr,U,0,NONE,male_P3,63.0,33,0,0,0,1
410,0,3,female,1,18.0,Teen,3,1,5,Medium,0,25.4667,3.275887339030031,5.0933399999999995,Q3,S,Miss,U,0,NONE,female_P3,54.0,18,1,1,0,1
411,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,S,Mr,U,0,NONE,male_P3,78.0,18,0,1,0,1
412,0,3,male,0,26.0,Young,0,0,1,Solo,1,6.8583,2.061570298060867,6.8583,Q1,Q,Mr,U,0,NONE,male_P3,78.0,15,0,1,0,1
413,1,1,female,1,33.0,Young,1,0,2,Small,0,90.0,4.51085950651685,45.0,Q4,Q,Miss,C,1,NONE,female_P1,33.0,22,1,0,0,0
414,0,2,male,0,31.0,Young,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,NONE,male_P2,62.0,30,0,1,0,1
415,1,3,male,0,44.0,Middle,0,0,1,Solo,1,7.925,2.188856327665703,7.925,Q2,S,Mr,U,0,STONO,male_P3,132.0,25,0,0,0,1
416,0,3,female,1,31.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mrs,U,0,NONE,female_P3,93.0,39,1,1,0,1
417,1,2,female,1,34.0,Young,1,1,3,Small,0,32.5,3.5115454388310208,10.833333333333334,Q4,S,Mrs,U,0,NONE,female_P2,68.0,47,1,0,0,1
418,1,2,female,1,18.0,Teen,0,2,3,Small,0,13.0,2.6390573296152584,4.333333333333333,Q2,S,Miss,U,0,NONE,female_P2,36.0,29,1,0,0,1
419,0,2,male,0,30.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,60.0,26,0,0,0,1
420,0,3,female,1,10.0,Child,0,2,3,Small,0,24.15,3.224857896545748,8.049999999999999,Q3,S,Miss,U,0,NONE,female_P3,30.0,25,1,0,0,1
421,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,C,Mr,U,0,NONE,male_P3,78.0,22,0,1,0,1
422,0,3,male,0,21.0,Young,0,0,1,Solo,1,7.7333,2.167143305297764,7.7333,Q1,Q,Mr,U,0,A,male_P3,63.0,19,0,0,0,1
423,0,3,male,0,29.0,Young,0,0,1,Solo,1,7.875,2.1832383353614797,7.875,Q1,S,Mr,U,0,NONE,male_P3,87.0,18,0,0,0,1
424,0,3,female,1,28.0,Young,1,1,3,Small,0,14.4,2.7343675094195836,4.8,Q2,S,Mrs,U,0,NONE,female_P3,84.0,54,1,0,0,1
425,0,3,male,0,18.0,Teen,1,1,3,Small,0,20.2125,3.0545906305603445,6.7375,Q3,S,Mr,U,0,NONE,male_P3,54.0,27,0,0,0,1
426,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,A,male_P3,78.0,22,0,1,0,1
427,1,2,female,1,28.0,Young,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mrs,U,0,NONE,female_P2,56.0,43,1,0,0,1
428,1,2,female,1,19.0,Young,0,0,1,Solo,1,26.0,3.295836866004329,26.0,Q3,S,Miss,U,0,NONE,female_P2,38.0,67,1,0,0,1
429,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,78.0,16,0,1,0,1
430,1,3,male,0,32.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,E,1,SOTONOQ,male_P3,96.0,34,0,0,0,0
431,1,1,male,0,28.0,Young,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,C,1,NONE,male_P1,28.0,41,0,0,0,0
432,1,3,female,1,31.0,Young,1,0,2,Small,0,16.1,2.8390784635086144,8.05,Q3,S,Mrs,U,0,NONE,female_P3,93.0,49,1,1,0,1
433,1,2,female,1,42.0,Middle,1,0,2,Small,0,26.0,3.295836866004329,13.0,Q3,S,Mrs,U,0,OTHER,female_P2,84.0,51,1,0,0,1
434,0,3,male,0,17.0,Teen,0,0,1,Solo,1,7.125,2.094945728215801,7.125,Q1,S,Mr,U,0,STONO,male_P3,51.0,26,0,0,0,1
435,0,1,male,0,50.0,Middle,1,0,2,Small,0,55.9,4.041295341132285,27.95,Q4,S,Mr,E,1,NONE,male_P1,50.0,25,0,0,0,0
436,1,1,female,1,14.0,Teen,1,2,4,Small,0,120.0,4.795790545596741,30.0,Q4,S,Miss,B,1,NONE,female_P1,14.0,25,1,0,0,0
437,0,3,female,1,21.0,Young,2,2,5,Medium,0,34.375,3.5660053559634015,6.875,Q4,S,Miss,U,0,WC,female_P3,63.0,36,1,0,0,1
438,1,2,female,1,24.0,Young,2,3,6,Medium,0,18.75,2.9831534913471307,3.125,Q3,S,Mrs,U,0,NONE,female_P2,48.0,37,1,0,0,1
439,0,1,male,0,64.0,Senior,1,4,6,Medium,0,263.0,5.575949103146316,43.833333333333336,Q4,S,Mr,C,1,NONE,male_P1,64.0,17,0,0,0,0
440,0,2,male,0,31.0,Young,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Mr,U,0,CA,male_P2,62.0,38,0,0,0,1
441,1,2,female,1,45.0,Middle,1,1,3,Small,0,26.25,3.305053521109253,8.75,Q3,S,Mrs,U,0,OTHER,female_P2,90.0,43,1,0,0,1
442,0,3,male,0,20.0,Young,0,0,1,Solo,1,9.5,2.3513752571634776,9.5,Q2,S,Mr,U,0,NONE,male_P3,60.0,15,0,0,0,1
443,0,3,male,0,25.0,Young,1,0,2,Small,0,7.775,2.1719067693519296,3.8875,Q1,S,Mr,U,0,NONE,male_P3,75.0,25,0,0,0,1
444,1,2,female,1,28.0,Young,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Miss,U,0,NONE,female_P2,56.0,25,1,0,0,1
445,1,3,male,0,26.0,Young,0,0,1,Solo,1,8.1125,2.2096470973347766,8.1125,Q2,S,Mr,U,0,NONE,male_P3,78.0,33,0,1,0,1
446,1,1,male,0,4.0,Child,0,2,3,Small,0,81.8583,4.417131919904876,27.2861,Q4,S,Master,A,1,NONE,male_P1,4.0,25,1,0,0,0
447,1,2,female,1,13.0,Teen,0,1,2,Small,0,19.5,3.0204248861443626,9.75,Q3,S,Miss,U,0,NONE,female_P2,26.0,33,1,0,0,1
448,1,1,male,0,34.0,Young,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,U,0,NONE,male_P1,34.0,27,0,0,0,1
449,1,3,female,1,5.0,Child,2,1,4,Small,0,19.2583,3.0085645861193133,4.814575,Q3,C,Miss,U,0,NONE,female_P3,15.0,30,1,0,0,1
450,1,1,male,0,52.0,Senior,0,0,1,Solo,1,30.5,3.449987545831587,30.5,Q3,S,Rare,C,1,NONE,male_P1,52.0,30,0,0,0,0
451,0,2,male,0,36.0,Middle,1,2,4,Small,0,27.75,3.3586377672433594,6.9375,Q3,S,Mr,U,0,CA,male_P2,72.0,21,0,0,0,1
452,0,3,male,0,26.0,Young,1,0,2,Small,0,19.9667,3.0429354648621407,9.98335,Q3,S,Mr,U,0,NONE,male_P3,78.0,31,0,1,0,1
453,0,1,male,0,30.0,Young,0,0,1,Solo,1,27.75,3.3586377672433594,27.75,Q3,C,Mr,C,1,NONE,male_P1,30.0,31,0,0,0,0
454,1,1,male,0,49.0,Middle,1,0,2,Small,0,89.1042,4.500966778400217,44.5521,Q4,C,Mr,C,1,NONE,male_P1,49.0,24,0,0,0,0
455,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,78.0,19,0,1,0,1
456,1,3,male,0,29.0,Young,0,0,1,Solo,1,7.8958,2.1855792552411137,7.8958,Q1,C,Mr,U,0,NONE,male_P3,87.0,18,0,0,0,1
457,0,1,male,0,65.0,Senior,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,E,1,NONE,male_P1,65.0,25,0,0,0,0
458,1,1,female,1,40.0,Middle,1,0,2,Small,0,51.8625,3.967694202798607,25.93125,Q4,S,Mrs,D,1,NONE,female_P1,40.0,33,1,1,0,0
459,1,2,female,1,50.0,Middle,0,0,1,Solo,1,10.5,2.4423470353692043,10.5,Q2,S,Miss,U,0,OTHER,female_P2,100.0,19,1,0,0,1
460,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.75,2.169053700369523,7.75,Q1,Q,Mr,U,0,NONE,male_P3,78.0,21,0,1,0,1
461,1,1,male,0,48.0,Middle,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,E,1,NONE,male_P1,48.0,19,0,0,0,0
462,0,3,male,0,34.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,NONE,male_P3,102.0,19,0,0,0,1
463,0,1,male,0,47.0,Middle,0,0,1,Solo,1,38.5,3.676300671907076,38.5,Q4,S,Mr,E,1,NONE,male_P1,47.0,17,0,0,0,0
464,0,2,male,0,48.0,Middle,0,0,1,Solo,1,13.0,2.6390573296152584,13.0,Q2,S,Mr,U,0,NONE,male_P2,96.0,28,0,0,0,1
465,0,3,male,0,26.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,OTHER,male_P3,78.0,18,0,1,0,1
466,0,3,male,0,38.0,Middle,0,0,1,Solo,1,7.05,2.085672091430472,7.05,Q1,S,Mr,U,0,SOTONOQ,male_P3,114.0,31,0,0,0,1
467,0,2,male,0,31.0,Young,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,NONE,male_P2,62.0,21,0,1,0,1
468,0,1,male,0,56.0,Senior,0,0,1,Solo,1,26.55,3.3160025355989236,26.55,Q3,S,Mr,U,0,NONE,male_P1,56.0,26,0,0,0,1
469,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.725,2.1661924680884908,7.725,Q1,Q,Mr,U,0,NONE,male_P3,78.0,18,0,1,0,1
470,1,3,female,1,0.75,Child,2,1,4,Small,0,19.2583,3.0085645861193133,4.814575,Q3,C,Miss,U,0,NONE,female_P3,2.25,29,1,0,0,1
471,0,3,male,0,26.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,NONE,male_P3,78.0,17,0,1,0,1
472,0,3,male,0,38.0,Middle,0,0,1,Solo,1,8.6625,2.2682524139135403,8.6625,Q2,S,Mr,U,0,NONE,male_P3,114.0,15,0,0,0,1
473,1,2,female,1,33.0,Young,1,2,4,Small,0,27.75,3.3586377672433594,6.9375,Q3,S,Mrs,U,0,CA,female_P2,66.0,39,1,0,0,1
474,1,2,female,1,23.0,Young,0,0,1,Solo,1,13.7917,2.694066212646058,13.7917,Q2,C,Mrs,D,1,OTHER,female_P2,46.0,44,1,0,0,0
475,0,3,female,1,22.0,Young,0,0,1,Solo,1,9.8375,2.3830123421066602,9.8375,Q2,S,Miss,U,0,NONE,female_P3,66.0,27,1,0,0,1
476,0,1,male,0,40.0,Middle,0,0,1,Solo,1,52.0,3.970291913552122,52.0,Q4,S,Mr,A,1,NONE,male_P1,40.0,27,0,1,0,0
477,0,2,male,0,34.0,Young,1,0,2,Small,0,21.0,3.091042453358316,10.5,Q3,S,Mr,U,0,NONE,male_P2,68.0,23,0,0,0,1
478,0,3,male,0,29.0,Young,1,0,2,Small,0,7.0458,2.0851502161468174,3.5229,Q1,S,Mr,U,0,NONE,male_P3,87.0,25,0,0,0,1
479,0,3,male,0,22.0,Young,0,0,1,Solo,1,7.5208,2.142510233146819,7.5208,Q1,S,Mr,U,0,NONE,male_P3,66.0,25,0,0,0,1
480,1,3,female,1,2.0,Child,0,1,2,Small,0,12.2875,2.586823743668066,6.14375,Q2,S,Miss,U,0,NONE,female_P3,6.0,24,1,0,0,1
481,0,3,male,0,9.0,Child,5,2,8,Large,0,46.9,3.8691155044168695,5.8625,Q4,S,Master,U,0,CA,male_P3,27.0,30,1,0,0,1
482,0,2,male,0,31.0,Young,0,0,1,Solo,1,0.0,0.0,0.0,Q1,S,Mr,U,0,NONE,male_P2,62.0,32,0,1,0,1
483,0,3,male,0,50.0,Middle,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,150.0,24,0,0,0,1
484,1,3,female,1,63.0,Senior,0,0,1,Solo,1,9.5875,2.3596740599781727,9.5875,Q2,S,Mrs,U,0,NONE,female_P3,189.0,22,1,0,0,1
485,1,1,male,0,25.0,Young,1,0,2,Small,0,91.0792,4.5226490762785785,45.5396,Q4,C,Mr,B,1,NONE,male_P1,25.0,23,0,0,0,0
486,0,3,female,1,18.0,Teen,3,1,5,Medium,0,25.4667,3.275887339030031,5.0933399999999995,Q3,S,Miss,U,0,NONE,female_P3,54.0,22,1,1,0,1
487,1,1,female,1,35.0,Young,1,0,2,Small,0,90.0,4.51085950651685,45.0,Q4,S,Mrs,C,1,NONE,female_P1,35.0,47,1,0,0,0
488,0,1,male,0,58.0,Senior,0,0,1,Solo,1,29.7,3.4242626545931514,29.7,Q3,C,Mr,B,1,NONE,male_P1,58.0,23,0,0,0,0
489,0,3,male,0,30.0,Young,0,0,1,Solo,1,8.05,2.2027647577118348,8.05,Q2,S,Mr,U,0,A,male_P3,90.0,29,0,0,0,1
490,1,3,male,0,9.0,Child,1,1,3,Small,0,15.9,2.827313621929028,5.3,Q3,S,Master,U,0,CA,male_P3,27.0,37,1,0,0,1
491,0,3,male,0,26.0,Young,1,0,2,Small,0,19.9667,3.0429354648621407,9.98335,Q3,S,Mr,U,0,NONE,male_P3,78.0,36,0,1,0,1
492,0,3,male,0,21.0,Young,0,0,1,Solo,1,7.25,2.1102132003465894,7.25,Q1,S,Mr,U,0,SOTONOQ,male_P3,63.0,19,0,0,0,1
