PassengerId,Survived,FareFilled,SexEncoded,FareLog,FarePerPerson,HasCabin,AgePclass,NameLength,WomenChildPriority,CabinMissing,Pclass_1,Pclass_3,Sex_female,Sex_male,Title_Miss,Title_Mr,Title_Mrs,CabinDeck_U,SexPclass_female_P1,SexPclass_female_P2,SexPclass_male_P3
289,1,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,84.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
290,1,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,66.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
291,1,0.9391984311231651,1.0,4.380149874661021,78.85,0.0,26.0,28.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
292,1,1.1854295476653287,1.0,4.5226490762785785,45.5396,1.0,19.0,39.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
293,0,-0.3891875560116617,0.0,2.630088659632498,12.875,1.0,72.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
294,0,-0.4702296719376591,1.0,2.2874714551839976,8.85,0.0,72.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
295,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,72.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
296,0,-0.09027201697708476,0.0,3.357621598945279,27.7208,0.0,40.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
297,0,-0.5028639729296732,0.0,2.1076888046179385,7.2292,0.0,70.5,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
298,0,2.4029901895877646,1.0,5.027492411162679,37.8875,1.0,2.0,28.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
299,1,-0.034313694348132716,0.0,3.449987545831587,30.5,1.0,40.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
300,1,4.335332226633905,1.0,5.515526544247129,123.7604,1.0,50.0,47.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
301,1,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,54.0,40.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
302,1,-0.18029017645086096,0.0,3.188416617383492,7.75,0.0,78.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
303,0,-0.6484216535389205,0.0,0.0,0.0,0.0,57.0,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
304,1,-0.3997582667846179,1.0,2.5915163848462583,12.35,1.0,48.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
305,0,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,78.0,33.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
306,1,2.4029901895877646,0.0,5.027492411162679,37.8875,1.0,0.92,30.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,1,1.5841789061771412,1.0,4.717456363787216,110.8833,0.0,30.0,23.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
308,1,1.5442457810799908,1.0,4.699570861409576,54.45,1.0,17.0,82.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
309,0,-0.16518916106092355,0.0,3.2188758248682006,12.0,0.0,60.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
310,1,0.49782998024351216,1.0,4.0592215752427645,56.9292,1.0,30.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
311,1,1.0259447039291216,1.0,4.432699549165613,83.1583,1.0,24.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
312,1,4.634416897040849,1.0,5.5735788721243535,52.475,1.0,18.0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
313,0,-0.12491978668775715,1.0,3.295836866004329,8.666666666666666,0.0,52.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
314,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,84.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
315,0,-0.11988611489111134,0.0,3.305053521109253,8.75,0.0,86.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
316,1,-0.4902797934380587,1.0,2.180891922715322,7.8542,0.0,78.0,31.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
317,1,-0.12491978668775715,1.0,3.295836866004329,13.0,0.0,48.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
318,0,-0.36653603292675563,0.0,2.70805020110221,14.0,0.0,108.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
319,1,2.671117778445337,1.0,5.11118445372147,54.95556666666667,1.0,31.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
320,1,2.059693773056521,1.0,4.908971640319756,44.833333333333336,1.0,40.0,56.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
321,0,-0.5024451714361923,0.0,2.1102132003465894,7.25,0.0,66.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
322,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,81.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
323,1,-0.3997582667846179,1.0,2.5915163848462583,12.35,0.0,60.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
324,1,-0.06451572512800753,1.0,3.4011973816621555,9.666666666666666,0.0,44.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
325,0,0.7519458402879414,0.0,4.256321678298823,6.322727272727272,0.0,78.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
326,1,2.0825124140450755,1.0,4.91730069488021,135.6333,1.0,36.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
327,0,-0.5228315422126077,0.0,1.9792758428991135,6.2375,0.0,183.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
328,1,-0.3866707201133388,1.0,2.6390573296152584,13.0,1.0,72.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
329,1,-0.2351571990343002,1.0,3.0692150503137943,6.841666666666666,0.0,93.0,46.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
330,1,0.5189714017894245,1.0,4.077184839375167,28.9896,1.0,16.0,28.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
331,1,-0.18029017645086096,1.0,3.188416617383492,7.75,0.0,54.0,18.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
332,0,-0.07458306872129913,0.0,3.3843902633457743,28.5,1.0,45.5,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
333,0,2.441497778832105,0.0,5.039951348430309,76.73125,1.0,38.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
334,0,-0.2859972841804228,0.0,2.9444389791664403,6.0,0.0,48.0,31.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
335,1,2.042579288947925,1.0,4.902678819257608,66.825,0.0,40.0,50.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
336,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,78.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
337,0,0.6925485130875209,0.0,4.213607983048918,33.3,1.0,29.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
338,1,2.059693773056521,1.0,4.908971640319756,134.5,1.0,41.0,31.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
339,1,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,135.0,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
340,0,0.06635974158478332,0.0,3.597312260588446,35.5,1.0,45.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
341,1,-0.12491978668775715,0.0,3.295836866004329,8.666666666666666,1.0,4.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,1,4.647001076532463,1.0,5.575949103146316,43.833333333333336,1.0,24.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
343,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,56.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
344,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,50.0,42.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
345,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,72.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
346,1,-0.3866707201133388,1.0,2.6390573296152584,13.0,1.0,48.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
347,1,-0.3866707201133388,1.0,2.6390573296152584,13.0,0.0,80.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
348,1,-0.32425318983493084,1.0,2.8390784635086144,8.05,0.0,93.0,41.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
349,1,-0.32828012727224753,0.0,2.827313621929028,5.3,0.0,9.0,38.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
350,0,-0.47400492578514347,0.0,2.2682524139135403,8.6625,0.0,126.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
351,0,-0.4626791642426904,0.0,2.3248357019288655,9.225,0.0,69.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
352,0,0.05629239799149171,0.0,3.58351893845611,35.0,1.0,40.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
353,0,-0.5028639729296732,0.0,2.1076888046179385,2.409733333333333,0.0,45.0,18.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
354,0,-0.29002422161773944,0.0,2.9338568698359038,8.9,0.0,75.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
355,0,-0.5029485386158568,0.0,2.1071782966514356,7.225,0.0,78.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
356,0,-0.45714212526638004,0.0,2.3513752571634776,9.5,0.0,84.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
357,1,0.4589861417231558,1.0,4.02535169073515,27.5,1.0,22.0,27.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
358,0,-0.3866707201133388,1.0,2.6390573296152584,13.0,0.0,76.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
359,1,-0.48977642625839407,1.0,2.1837114628556327,7.8792,0.0,54.0,20.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
360,1,-0.48977642625839407,1.0,2.1837114628556327,7.8792,0.0,54.0,33.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
361,0,-0.08666388103324908,0.0,3.3638415951183864,4.6499999999999995,0.0,120.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
362,0,-0.09027201697708476,0.0,3.357621598945279,13.8604,0.0,58.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
363,0,-0.3573908580066095,1.0,2.737880811060884,7.2271,0.0,135.0,31.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
364,0,-0.5064721088735089,0.0,2.085672091430472,7.05,0.0,105.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
365,0,-0.3363340021468808,0.0,2.803360380906535,7.75,0.0,78.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
366,0,-0.5024451714361923,0.0,2.1102132003465894,7.25,0.0,90.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
367,1,0.8667135572514657,1.0,4.334017415487521,37.625,1.0,60.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
368,1,-0.5028639729296732,1.0,2.1076888046179385,7.2292,0.0,93.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
369,1,-0.49237782784290063,1.0,2.169053700369523,7.75,0.0,54.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
370,1,0.7469121684912956,1.0,4.252771798816619,69.3,1.0,24.0,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
371,1,0.4678796330534696,0.0,4.0332082470129285,27.72085,1.0,25.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
372,0,-0.5176307525123133,0.0,2.0143428636837015,3.2479,0.0,54.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
373,0,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,57.0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
374,0,2.0825124140450755,0.0,4.91730069488021,135.6333,0.0,22.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
375,0,-0.22408312108167944,1.0,3.0944457464900235,4.215,0.0,9.0,26.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
376,1,1.0060617003323709,1.0,4.420896324687287,41.0854,0.0,40.0,37.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
377,1,-0.5024451714361923,1.0,2.1102132003465894,7.25,0.0,66.0,31.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
378,0,3.610064686423428,0.0,5.358941988364472,70.5,1.0,27.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
379,0,-0.5676312212027554,0.0,1.6119347926326877,4.0125,0.0,60.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
380,0,-0.4918744606632361,0.0,2.1719067693519296,7.775,0.0,57.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
381,1,3.9327230485884233,1.0,5.4316456135398825,227.525,0.0,42.0,21.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
382,1,-0.33146744825388363,1.0,2.817902613071225,5.247233333333333,0.0,3.0,27.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
383,0,-0.4888542575852486,0.0,2.188856327665703,7.925,0.0,96.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
384,1,0.39858208016340624,1.0,3.970291913552122,26.0,0.0,35.0,51.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
385,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,78.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
386,0,0.8314778546749452,0.0,4.310799125385514,73.5,0.0,36.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
387,0,0.2958951755118318,0.0,3.8691155044168695,5.8625,0.0,3.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
388,1,-0.3866707201133388,1.0,2.6390573296152584,13.0,0.0,72.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
389,0,-0.49279662933638163,0.0,2.1666737276227077,7.7292,0.0,78.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
390,1,-0.40680540729992204,1.0,2.5649493574615367,12.0,0.0,34.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
391,1,1.7677408088510642,0.0,4.795790545596741,30.0,1.0,36.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
392,1,-0.49145565916975514,0.0,2.174274334826008,7.7958,0.0,63.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
393,0,-0.4888542575852486,0.0,2.188856327665703,2.6416666666666666,0.0,84.0,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
394,1,1.6323350375212924,1.0,4.738607824217808,56.6375,1.0,23.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
395,1,-0.312172377522981,1.0,2.8735646395797834,5.566666666666666,1.0,72.0,51.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,0,-0.49145565916975514,0.0,2.174274334826008,7.7958,0.0,66.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
397,0,-0.4902797934380587,1.0,2.180891922715322,7.8542,0.0,93.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
398,0,-0.12491978668775715,0.0,3.295836866004329,26.0,0.0,92.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
399,0,-0.43700743807979686,0.0,2.4423470353692043,10.5,0.0,46.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
400,1,-0.393717860628643,1.0,2.613739521630969,12.65,0.0,56.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
401,1,-0.4888542575852486,0.0,2.188856327665703,7.925,0.0,117.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
402,0,-0.4863374216869257,0.0,2.2027647577118348,8.05,0.0,78.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
403,0,-0.4505983519307405,1.0,2.3818582738885534,4.9125,0.0,63.0,24.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
404,0,-0.32928686163157667,0.0,2.8243506567983707,7.925,0.0,84.0,30.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
405,0,-0.47400492578514347,1.0,2.2682524139135403,8.6625,0.0,60.0,23.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
406,0,-0.22559322262067316,0.0,3.091042453358316,10.5,0.0,68.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
407,0,-0.49237782784290063,0.0,2.169053700369523,7.75,0.0,153.0,32.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
408,1,-0.2708962687904854,0.0,2.9831534913471307,6.25,0.0,6.0,30.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
409,0,-0.4918744606632361,0.0,2.1719067693519296,7.775,0.0,63.0,33.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
410,0,-0.13565761536436197,1.0,3.275887339030031,5.0933399999999995,0.0,54.0,18.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
411,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,78.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
412,0,-0.5103319284071769,0.0,2.061570298060867,6.8583,0.0,78.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
413,1,1.163700193253568,1.0,4.51085950651685,45.0,1.0,33.0,22.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
414,0,-0.6484216535389205,0.0,0.0,0.0,0.0,62.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
415,1,-0.4888542575852486,0.0,2.188856327665703,7.925,0.0,132.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
416,0,-0.4863374216869257,1.0,2.2027647577118348,8.05,0.0,93.0,39.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
417,1,0.005955680025033696,1.0,3.5115454388310208,10.833333333333334,0.0,68.0,47.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
418,1,-0.3866707201133388,1.0,2.6390573296152584,4.333333333333333,0.0,36.0,29.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
419,0,-0.3866707201133388,0.0,2.6390573296152584,13.0,0.0,60.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
420,0,-0.1621689579829361,1.0,3.224857896545748,8.049999999999999,0.0,30.0,25.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
421,0,-0.4894421904510968,0.0,2.1855792552411137,7.8958,0.0,78.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
422,0,-0.49271407711891657,0.0,2.167143305297764,7.7333,0.0,63.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
423,0,-0.4898609919445778,0.0,2.1832383353614797,7.875,0.0,87.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
424,0,-0.35848215805212236,1.0,2.7343675094195836,4.8,0.0,84.0,54.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
425,0,-0.2414492887801075,0.0,3.0545906305603445,6.7375,0.0,54.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
426,0,-0.5024451714361923,0.0,2.1102132003465894,7.25,0.0,78.0,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
427,1,-0.12491978668775715,1.0,3.295836866004329,13.0,0.0,56.0,43.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
428,1,-0.12491978668775715,1.0,3.295836866004329,26.0,0.0,38.0,67.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
429,0,-0.49237782784290063,0.0,2.169053700369523,7.75,0.0,78.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
430,1,-0.4863374216869257,0.0,2.2027647577118348,8.05,1.0,96.0,34.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
431,1,-0.11384570873513637,0.0,3.3160025355989236,26.55,1.0,28.0,41.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,1,-0.32425318983493084,1.0,2.8390784635086144,8.05,0.0,93.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
433,1,-0.12491978668775715,1.0,3.295836866004329,13.0,0.0,84.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
